City_ID,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
277,Guerrero Negro,27.9769,-114.0611,70.18,52,100,11.83,MX,1733257081
278,Carira,-10.3608,-37.7011,82.9,54,54,18.86,BR,1733257082
279,Pionerskiy,54.9508,20.2275,40.84,94,100,4.29,RU,1733257083
280,Fallon,39.4735,-118.7774,44.47,54,40,0.0,US,1733257084
281,Sivrihisar,39.4504,31.5341,38.79,96,99,6.82,TR,1733257085
282,Dzhalagash,45.0833,64.6667,27.18,71,37,6.02,KZ,1733256542
283,Livno,43.8269,17.0078,37.44,82,100,3.18,BA,1733257088
284,Meadow Lakes,61.6247,-149.6011,34.25,59,100,18.41,US,1733257089
285,El Abiodh Sidi Cheikh,32.893,0.5484,58.55,39,0,7.94,DZ,1733257090
286,Redcar,54.6166,-1.06,39.52,88,100,5.99,GB,1733257091
287,Kaélé,10.1092,14.4508,75.33,21,7,7.63,CM,1733256938
288,Mombetsu,44.3525,143.3525,29.43,62,37,5.59,JP,1733257093
289,Peñaflor,-33.6167,-70.9167,80.17,29,2,15.03,CL,1733257094
290,Auburn,47.3073,-122.2284,41.14,86,75,5.75,US,1733256739
291,Churapcha,62.0025,132.4325,-18.92,99,83,3.42,RU,1733257097
292,Argos,37.6333,22.7333,51.84,77,33,2.73,GR,1733257098
293,Uturoa,-16.7333,-151.4333,81.12,75,59,10.13,PF,1733257099
294,Tumut,-35.3,148.2167,67.62,91,0,2.01,AU,1733257100
295,Inhambane,-23.865,35.3833,75.43,82,0,12.66,MZ,1733257015
296,Konde,-4.95,39.75,78.69,85,3,10.51,TZ,1733257102
297,Amurzet,47.6967,131.0981,-9.26,91,77,7.0,RU,1733257103
298,Linfen,36.0889,111.5189,41.07,30,68,1.61,CN,1733257104
299,Mossel Bay,-34.1831,22.146,66.13,76,21,6.62,ZA,1733257106
300,Yankton,42.8711,-97.3973,36.12,55,0,16.11,US,1733256533
301,Vranje,42.5514,21.9003,40.91,87,76,1.54,RS,1733256846
302,Margate,51.3813,1.3862,40.69,90,0,6.4,GB,1733256298
303,Amga,60.8953,131.9608,-14.67,100,100,2.08,RU,1733257110
304,Fristad,65.2,16.7167,8.55,97,51,3.11,SE,1733257111
305,Hasaki,35.7333,140.8333,60.67,56,100,10.31,JP,1733257112
306,Wichita,37.6922,-97.3375,44.76,51,0,19.57,US,1733257047
307,Mathba,22.2855,89.9629,65.23,59,3,5.21,BD,1733257115
308,Aghajari,30.7006,49.8315,46.62,61,0,2.3,IR,1733257116
309,Mwene-Ditu,-7.0,23.45,66.51,95,98,1.79,CD,1733256971
310,Walvis Bay,-22.9575,14.5053,59.68,91,68,3.42,NA,1733257031
311,Florø,61.5996,5.0328,37.36,52,75,16.11,NO,1733257120
312,Nieuw Amsterdam,5.8833,-55.0833,87.82,62,20,9.22,SR,1733257121
313,Rancho Palos Verdes,33.7445,-118.387,65.44,76,75,1.99,US,1733256563
314,Rémire-Montjoly,4.9167,-52.2667,84.24,70,75,14.97,GF,1733257123
315,Belyy Yar,53.6039,91.3903,22.89,93,0,6.71,RU,1733257125
316,Nejo,9.5,35.5,59.07,73,1,3.04,ET,1733257126
317,Tomatlán,19.9333,-105.25,87.53,53,6,9.95,MX,1733257127
318,Port-Vila,-17.7338,168.3219,78.4,94,75,0.0,VU,1733257128
319,Zhob,31.3411,69.4481,49.12,36,0,1.19,PK,1733257129
320,Tromsø,69.6496,18.957,26.62,93,100,9.22,NO,1733257130
321,Tazacorte,28.629,-17.9293,70.77,63,40,15.01,ES,1733257132
322,Arnö,60.1167,18.6333,26.33,82,9,6.87,SE,1733257133
323,Morant Bay,17.8815,-76.4093,81.09,79,89,14.18,JM,1733257134
324,New Norfolk,-42.7826,147.0587,55.71,77,0,2.98,AU,1733257135
325,Nakamura,32.9833,132.9333,44.73,93,1,3.58,JP,1733257136
326,Gaspé,48.8334,-64.4819,25.02,68,40,6.91,CA,1733257137
327,Tamiahua,21.2667,-97.45,78.69,73,49,11.34,MX,1733257138
328,Aktau,43.65,51.2,34.38,74,7,15.21,KZ,1733257139
329,Yakutsk,62.0339,129.7331,-11.24,70,0,6.71,RU,1733257141
330,Queenstown,-31.8976,26.8753,62.04,82,100,9.51,ZA,1733257142
331,Mossamedes,-15.1961,12.1522,69.98,80,40,6.11,AO,1733257143
332,Sauðarkrokur,65.7461,-19.6394,33.22,99,100,3.27,IS,1733257144
333,Sittwe,20.15,92.9,75.69,66,0,8.39,MM,1733257146
334,Opuwo,-18.0607,13.84,75.15,24,0,8.43,NA,1733257147
335,Puerto Deseado,-47.7503,-65.8938,68.76,31,99,13.96,AR,1733257149
336,Tambura,5.6,27.4667,76.41,31,30,2.44,SS,1733257150
337,Visakhapatnam,17.69,83.2093,77.04,81,94,7.9,IN,1733256859
338,Susuman,62.7833,148.1667,-2.63,100,100,1.07,RU,1733257152
339,Smithers,54.7804,-127.1743,35.92,100,100,3.44,CA,1733257154
340,Tandaltī,13.0167,31.8667,75.0,14,0,13.67,SD,1733257157
341,Distrikt Brokopondo,4.75,-55.1667,84.25,66,89,5.37,SR,1733257158
342,Carlsbad,33.1581,-117.3506,71.94,70,0,8.05,US,1733257085
343,Wenchang,30.904,118.4887,48.6,85,78,8.41,CN,1733257160
344,Bandiagara,14.3501,-3.6104,77.18,14,1,10.2,ML,1733257161
345,Yüksekova,37.5736,44.2872,19.15,93,20,0.0,TR,1733257162
346,Nelson Bay,-32.7167,152.15,75.09,89,95,3.0,AU,1733257163
347,Thunder Bay,48.4001,-89.3168,22.98,68,100,2.3,CA,1733257165
348,Mozhaysk,55.5019,36.0272,28.92,95,100,9.4,RU,1733257166
349,Lyantonde,-0.4031,31.1572,64.78,83,87,1.7,UG,1733257167
350,Gejiu,23.306,103.1635,50.79,94,49,4.38,CN,1733257168
351,Karatuzskoye,53.6072,92.8667,25.65,96,100,4.09,RU,1733257169
352,Mora,11.0461,14.1401,68.58,28,0,6.29,CM,1733257171
353,Harstad,68.799,16.5293,28.15,95,52,17.0,NO,1733257173
354,Birjand,32.8663,59.2211,28.87,31,0,4.61,IR,1733257174
355,Ranot,7.7777,100.3213,79.09,85,100,6.76,TH,1733257175
356,Kenema,7.8767,-11.1875,77.04,75,59,3.22,SL,1733257176
357,Murzuk,25.9155,13.9184,56.25,38,60,3.6,LY,1733257177
358,Mandapam,9.2833,79.1167,81.39,79,64,14.99,IN,1733257178
359,Rasht,37.2808,49.5832,48.25,87,63,1.88,IR,1733257179
360,Mejit,10.2753,170.8646,81.88,78,84,14.81,MH,1733257180
361,Yamada,39.4667,141.95,37.35,97,100,1.03,JP,1733257182
362,Sur,22.5667,59.5289,75.87,58,34,11.95,OM,1733257183
363,Dondo,-19.6094,34.7431,74.71,75,9,5.44,MZ,1733257184
364,Puerto Rico,-26.796,-55.024,84.24,32,57,7.05,AR,1733257185
365,Tralee,52.2704,-9.7026,48.31,90,84,3.87,IE,1733257187
366,Geraldton,-28.7667,114.6,64.81,82,75,5.75,AU,1733257188
367,Uliastai,47.7417,96.8444,1.45,91,30,5.77,MN,1733257189
368,Nikolayevsk-on-Amur,53.1406,140.73,-12.44,98,8,3.4,RU,1733257190
369,Jājpur,20.85,86.3333,72.7,53,39,1.77,IN,1733257191
370,Saynshand,44.8824,110.1163,16.02,54,3,7.11,MN,1733257192
371,Faya-Largeau,17.9257,19.1043,66.6,23,1,15.39,TD,1733257193
372,Braila,45.2667,27.9833,38.82,71,82,3.42,RO,1733257194
373,Surgut,61.25,73.4167,30.38,93,100,15.66,RU,1733257196
374,Pacific Grove,36.6177,-121.9166,68.38,69,0,3.44,US,1733257197
375,Ujae,8.9322,165.7642,82.81,75,99,15.64,MH,1733257198
376,Kokopo,-4.352,152.2633,77.76,85,81,3.85,PG,1733257199
377,Jinchang,38.4953,102.1739,27.37,53,26,2.84,CN,1733257161
378,San Antonio de Palé,-1.4014,5.6325,79.65,83,62,8.39,GQ,1733257201
379,Aberdeen,57.1437,-2.0981,36.54,95,75,14.97,GB,1733257137
380,Chinde,26.8212,87.7095,58.96,70,0,6.15,NP,1733257204
381,Gore,-46.1028,168.9436,72.34,68,90,5.57,NZ,1733257205
382,Port Augusta,-32.5,137.7667,63.55,60,0,6.31,AU,1733257206
383,Yelizovo,53.1873,158.3805,21.34,73,0,11.18,RU,1733257207
384,Nova Viçosa,-17.8919,-39.3719,81.37,67,100,14.88,BR,1733257208
385,Afaahiti,-17.75,-149.2833,78.17,80,58,13.96,PF,1733257209
386,Banda Aceh,5.5577,95.3222,77.58,85,100,4.99,ID,1733257210
387,Mukalla,14.5425,49.1242,75.58,70,0,3.2,YE,1733257211
388,Kuta,-8.7233,115.1723,80.55,89,40,5.75,ID,1733257213
389,Bathsheba,13.2167,-59.5167,84.81,61,40,27.63,BB,1733257214
390,Mawlamyinegyunn,16.3833,95.2667,73.62,86,0,6.08,MM,1733257075
391,Fort St. John,56.2499,-120.8529,4.89,72,100,12.66,CA,1733257216
392,Malakal,9.5334,31.6605,79.05,28,0,5.79,SS,1733257217
393,Konark,19.9,86.1167,74.82,60,91,3.11,IN,1733257218
394,Mhangura,-16.8939,30.1683,69.67,32,36,3.2,ZW,1733257219
395,Sandnessjøen,66.0217,12.6316,32.41,80,75,12.66,NO,1733257220
396,Kaa-Khem,51.6833,94.7333,9.25,95,100,2.24,RU,1733257222
397,Ulsteinvik,62.3432,5.8487,34.3,55,100,3.0,NO,1733257223
398,Pandan,14.0453,124.1694,78.33,87,14,6.22,PH,1733257224
399,Nueva Imperial,-38.7333,-72.95,67.87,38,6,11.21,CL,1733256936
400,Benghazi,32.1167,20.0667,65.44,64,16,6.38,LY,1733257226
401,Magaria,12.9983,8.9099,68.25,18,4,10.13,NE,1733257227
402,Ambatofinandrahana,-20.55,46.8,64.8,85,36,2.1,MG,1733257229
403,Ust'-Barguzin,53.45,108.9833,7.66,97,100,5.73,RU,1733257230
404,Kavaratti,10.5669,72.642,82.09,75,78,8.55,IN,1733257231
405,Zhalantun,48.0,122.7167,12.79,70,99,17.72,CN,1733257232
406,Kununurra,-15.7667,128.7333,78.78,94,100,1.14,AU,1733257233
407,Cambria,35.5641,-121.0808,64.54,52,96,1.86,US,1733257234
408,Slave Lake,55.2834,-114.769,17.58,79,100,10.36,CA,1733257235
409,San Felipe,10.3399,-68.7425,81.63,45,99,8.32,VE,1733257236
410,Shenkursk,62.1091,42.896,34.25,97,100,10.22,RU,1733257238
411,Greenland,43.0362,-70.8328,37.0,47,94,3.0,US,1733256991
412,Osvaldo Cruz,-21.7967,-50.8786,80.53,74,100,8.95,BR,1733257240
413,Bamboo Flat,11.7,92.7167,78.1,75,100,7.83,IN,1733257241
414,Tazovsky,67.4667,78.7,32.07,96,100,20.04,RU,1733257242
415,Barra de Santo Antônio,-9.4047,-35.5072,79.3,76,67,12.24,BR,1733257243
416,Wenxing,28.6667,112.8833,49.17,69,81,7.34,CN,1733257244
417,Farasān,16.7022,42.1183,82.72,67,12,2.98,SA,1733257246
418,Egersund,58.4513,5.9997,35.28,45,100,12.28,NO,1733257247
419,As Saffānīyah,27.9708,48.73,63.18,50,2,4.29,SA,1733257204
420,Kralendijk,12.15,-68.2667,85.98,70,40,16.11,BQ,1733257249
421,Yilan,24.757,121.753,66.81,88,100,1.43,TW,1733257250
422,Boguchany,58.3814,97.4531,0.63,99,67,3.94,RU,1733257251
423,Ushtobe,45.2514,77.9838,35.46,98,100,2.51,KZ,1733257254
424,Korla,41.7597,86.1469,28.54,62,40,2.01,CN,1733257255
425,Toamasina,-18.1667,49.3833,76.46,84,31,5.5,MG,1733257256
426,Laguna,38.421,-121.4238,63.18,63,0,4.61,US,1733257257
427,Machico,32.7,-16.7667,66.7,82,40,11.5,PT,1733257258
428,Pemangkat,1.1667,108.9667,78.1,88,100,7.67,ID,1733257247
429,Souillac,-20.5167,57.5167,75.58,88,40,6.91,MU,1733257260
430,Callao,-12.0667,-77.15,71.89,73,0,8.05,PE,1733257129
431,Tôlanaro,-25.0319,46.9987,78.87,78,20,11.5,MG,1733257263
432,Tibati,6.4667,12.6333,76.08,27,1,8.61,CM,1733257264
433,Yagoua,10.3411,15.2329,74.46,23,2,6.8,CM,1733257265
434,Jianshui,23.6363,102.8264,54.28,97,18,2.75,CN,1733257266
435,Jaguariaíva,-24.2511,-49.7058,72.21,91,100,2.19,BR,1733257267
436,Richards Bay,-28.783,32.0377,71.96,90,4,2.59,ZA,1733257268
437,Tweed Heads,-28.1817,153.547,75.24,94,100,3.44,AU,1733257269
438,Kapuskasing,49.4169,-82.4331,15.89,79,100,11.5,CA,1733257271
439,Luwingu,-10.2621,29.9271,67.1,79,57,6.73,ZM,1733257272
440,Yuzhno-Sakhalinsk,46.9581,142.7337,15.42,86,40,6.71,RU,1733257273
441,Pingyao County,37.2025,112.1781,34.57,37,100,4.68,CN,1733257274
442,Karratha,-20.7377,116.8463,75.99,56,29,17.27,AU,1733257275
443,Gobindpur,22.6333,86.0667,66.96,54,0,2.44,IN,1733257276
444,Auki,-8.7676,160.7034,77.68,86,39,3.51,SB,1733257279
445,Fort Bragg,35.139,-79.006,42.35,42,0,5.01,US,1733257280
446,Antigonish,45.6169,-61.9986,31.82,76,73,5.99,CA,1733257281
447,Cooma,-36.2333,149.1333,59.63,89,0,0.81,AU,1733257282
448,Kanniyākumāri,8.0833,77.5667,79.68,77,79,7.27,IN,1733257066
449,Prince Rupert,54.3161,-130.3201,51.49,86,100,34.52,CA,1733257284
450,Ugoofaaru,5.6667,73.0,82.36,70,96,4.54,MV,1733257285
451,Soe,-9.8607,124.284,68.52,89,100,1.14,ID,1733257286
452,Carnarvon,-24.8667,113.6333,70.74,73,70,20.67,AU,1733257288
453,Coquimbo,-29.9533,-71.3436,64.13,62,0,11.5,CL,1733257269
454,Beverungen,51.6667,9.3667,40.8,79,98,9.15,DE,1733257190
455,Prince Albert,53.2001,-105.7677,31.95,86,100,18.41,CA,1733257294
456,Sambava,-14.2667,50.1667,75.97,85,98,4.27,MG,1733257295
457,Labuan Bajo,-8.4964,119.8877,81.1,88,100,8.25,ID,1733257297
458,Pirae,-17.5167,-149.5333,86.02,70,0,11.5,PF,1733257298
459,Kadnikov,59.5022,40.338,33.58,93,100,11.07,RU,1733257299
460,Presidente Médici,-11.1753,-61.9014,88.86,57,100,2.86,BR,1733257300
461,Gabès,33.8815,10.0982,60.76,55,20,14.97,TN,1733257301
462,Uvalde,29.3669,-99.767,60.4,35,100,11.5,US,1733257302
463,Macusani,-14.0833,-70.4333,40.15,92,100,2.59,PE,1733257303
464,Turpan,42.9333,89.1667,34.99,71,95,1.25,CN,1733257305
465,Flin Flon,54.7682,-101.865,13.84,85,100,10.36,CA,1733257306
466,Acapulco de Juárez,16.8634,-99.8901,85.82,66,75,11.5,MX,1733257307
467,Okha,53.5739,142.9478,0.79,86,5,13.58,RU,1733257308
468,Pagar Alam,-4.0167,103.2667,67.78,93,100,6.71,ID,1733257035
469,Tobruk,32.0836,23.9764,62.73,68,96,10.31,LY,1733257312
470,El Bauga,18.262,33.9081,67.75,17,0,12.21,SD,1733257313
471,Genhe,50.7833,121.5167,4.3,88,100,6.35,CN,1733257314
472,Bom Jesus,-9.0744,-44.3586,89.33,37,100,4.38,BR,1733257316
473,Beira,-19.8436,34.8389,75.29,78,0,4.61,MZ,1733257317
474,Bratsk,56.1325,101.6142,10.89,88,92,12.8,RU,1733257318
475,Undurkhaan,47.3194,110.6556,10.54,62,3,7.45,MN,1733257319
476,Andergrove,-21.0833,149.1833,77.56,79,100,4.03,AU,1733257320
477,Yaren,-0.5472,166.916,81.75,81,58,14.81,NR,1733257321
478,Worland,44.0169,-107.9554,49.89,46,0,3.44,US,1733257322
479,Amānganj,24.4333,80.0333,62.37,38,1,2.98,IN,1733257326
480,Trogir,43.5125,16.2517,51.85,66,75,5.75,HR,1733257327
481,Watertown,42.3709,-71.1828,38.34,49,0,6.91,US,1733257097
482,Lagunillas,10.1301,-71.2595,85.6,67,100,6.98,VE,1733257329
483,Marsh Harbour,26.5412,-77.0636,69.13,51,0,15.77,BS,1733257330
484,Sofifi,0.7349,127.576,80.08,87,100,5.84,ID,1733257332
485,Banff,51.1762,-115.5698,28.78,74,88,9.22,CA,1733257334
486,Kommunar,59.6206,30.39,29.73,91,100,12.95,RU,1733257335
487,Chernomorskoye,45.5039,32.6997,39.34,85,34,11.92,UA,1733257336
488,Pingliang,35.5392,106.6861,31.55,54,100,6.04,CN,1733257337
489,Al Burayqah,30.4062,19.5739,64.69,75,55,13.02,LY,1733257338
490,Uzgen,40.7699,73.3007,33.87,49,87,4.59,KG,1733257340
491,Linhares,-19.3911,-40.0722,81.86,74,100,11.65,BR,1733257341
492,Eirunepé,-6.6603,-69.8736,90.55,52,75,0.92,BR,1733257342
493,Podporozh'ye,60.9112,34.1706,33.13,97,100,9.98,RU,1733257343
494,Karachi,24.9056,67.0822,73.22,46,13,9.22,PK,1733257344
495,Shakawe,-18.3667,21.85,81.59,18,29,5.01,BW,1733257345
496,Puerto Colombia,10.9878,-74.9547,87.89,74,100,11.74,CO,1733257346
497,Dien Bien Phu,21.3833,103.0167,65.34,99,67,2.44,VN,1733257347
498,Garachiko,28.7781,-17.7646,68.11,68,40,12.66,ES,1733257349
499,Broome,42.2506,-75.833,32.54,66,75,14.97,US,1733257350
500,Kargasok,59.0556,80.8572,23.65,93,100,11.65,RU,1733257351
501,Nakasongola,1.3089,32.4564,68.74,64,58,3.31,UG,1733257352
502,Cromwell,41.5951,-72.6454,39.54,54,75,3.44,US,1733257353
503,Agua Prieta,31.3,-109.5667,70.59,24,0,8.05,MX,1733257354
504,Kuanda,56.3161,116.0806,-20.15,97,55,0.87,RU,1733257357
505,El Calafate,-50.3408,-72.2768,54.12,68,100,14.72,AR,1733257358
506,Belmonte,-15.8631,-38.8828,79.48,76,100,12.35,BR,1733257359
507,Paramonga,-10.6667,-77.8333,72.1,77,73,9.69,PE,1733257360
508,Bagerhat,22.6554,89.7972,65.01,61,3,5.19,BD,1733257361
509,Ulladulla,-35.35,150.4667,67.28,81,3,4.88,AU,1733257363
510,Aksu,41.1231,80.2644,29.26,50,9,1.99,CN,1733257364
511,Vernal,40.4555,-109.5287,40.71,45,0,3.44,US,1733257125
512,Bodø,67.28,14.405,28.44,82,40,10.36,NO,1733257367
513,Medicine Hat,50.0501,-110.6683,39.63,70,75,6.91,CA,1733257207
514,Papao,-17.75,-149.55,85.68,76,51,13.2,PF,1733257369
515,Blenheim,-41.516,173.9528,70.9,65,24,6.6,NZ,1733257370
516,Dzhezkazgan,47.7833,67.7667,24.4,79,10,4.38,KZ,1733257371
517,Rio Grande,-32.035,-52.0986,66.97,52,1,13.94,BR,1733257351
518,Emerald,-23.5333,148.1667,73.35,87,42,7.4,AU,1733257373
519,Kristiansund,63.1115,7.732,27.25,80,0,8.05,NO,1733257375
520,Phan Rang-Thap Cham,11.5667,108.9833,73.27,85,100,6.93,VN,1733257376
521,Dul'durga,50.6761,113.5931,-3.98,91,10,4.68,RU,1733257377
522,Hinganghāt,20.5667,78.8333,76.24,69,100,5.84,IN,1733257378
523,Shimoda,34.6667,138.95,58.69,59,100,19.04,JP,1733257379
524,Verkhneural'sk,53.8769,59.2106,16.27,96,12,2.82,RU,1733257380
525,Fredericksburg,38.3032,-77.4605,43.72,40,0,10.36,US,1733257381
526,Shangzhi,45.2167,127.9667,3.92,90,99,15.14,CN,1733257382
527,Cristalina,-16.7686,-47.6136,72.23,84,67,4.7,BR,1733257384
528,Palapag,12.5458,125.1147,75.74,93,100,1.99,PH,1733257386
529,Pangai,-19.8,-174.35,82.51,83,40,6.91,TO,1733257387
530,Tarumã,-22.7467,-50.5772,79.03,81,55,7.74,BR,1733257388
531,Lerwick,60.1545,-1.1494,43.72,68,100,26.44,GB,1733257390
532,Gvardeyskoye,45.1209,34.0185,35.46,91,12,7.36,UA,1733257392
533,Deniliquin,-35.5333,144.9667,59.23,66,0,7.74,AU,1733257393
534,Ventspils,57.3894,21.5606,35.53,75,0,9.22,LV,1733257394
535,Tanjung Selor,2.8372,117.3642,75.02,98,100,1.72,ID,1733257395
536,Aral,40.5156,81.2636,28.87,69,7,2.51,CN,1733257396
537,Adré,13.4667,22.2,68.88,19,8,10.2,TD,1733257397
538,Tumwater,47.0073,-122.9093,40.48,91,100,0.0,US,1733257398
539,Chake Chake,-5.2459,39.7666,77.05,89,2,9.91,TZ,1733257400
540,Kirensk,57.7853,108.1119,6.37,97,100,2.37,RU,1733257401
541,Qui Nhon,13.7667,109.2333,73.38,88,100,9.44,VN,1733257403
542,Tiszaalpár,46.8128,19.9984,41.09,80,100,1.52,HU,1733257404
543,Plettenberg Bay,-34.0527,23.3716,62.2,86,13,7.0,ZA,1733257405
544,Inari,68.906,27.0288,20.86,84,11,8.43,FI,1733257406
545,Glace Bay,46.1969,-59.957,31.14,74,40,5.75,CA,1733257407
546,Silapathar,26.206,93.8095,57.69,81,5,1.95,IN,1733257408
547,Taoudenni,22.6783,-3.9836,71.89,17,100,8.37,ML,1733257410
548,Hanceville,34.0607,-86.7675,40.91,33,0,4.92,US,1733257411
549,Alihe,50.5667,123.7167,6.49,76,47,10.87,CN,1733257412
550,Kingston,17.997,-76.7936,85.15,70,40,5.75,JM,1733257242
551,Tostado,-29.232,-61.7692,77.99,40,78,6.64,AR,1733257414
552,Malabar,-33.9667,151.25,71.71,79,75,16.11,AU,1733257415
553,Launceston,-41.45,147.1667,53.24,87,3,1.14,AU,1733257416
554,Tshabong,-26.05,22.45,78.6,20,0,10.89,BW,1733257417
555,Muyinga Province,-2.8333,30.3333,61.05,93,100,1.99,BI,1733257419
556,Shanwei,22.782,115.3475,68.92,77,99,10.07,CN,1733257420
557,Angaur State,6.906,134.13,83.48,75,87,12.62,PW,1733257421
558,Syktyvkar,61.6764,50.8099,31.73,93,75,11.18,RU,1733257422
